"Date","P/E","P/B","Div Yield %"
"20 Oct 2023","21.68","3.43","1.38"
"19 Oct 2023","21.77","3.44","1.36"
"18 Oct 2023","21.87","3.45","1.36"
"17 Oct 2023","22.38","3.48","1.35"
"16 Oct 2023","22.29","3.46","1.36"
"13 Oct 2023","22.33","3.47","1.36"
"12 Oct 2023","22.39","3.47","1.36"
"11 Oct 2023","22.41","3.48","1.36"
"10 Oct 2023","22.27","3.46","1.36"
"09 Oct 2023","22.07","3.42","1.38"
"06 Oct 2023","22.23","3.45","1.37"
"05 Oct 2023","22.11","3.43","1.37"
"04 Oct 2023","21.98","3.41","1.38"
"03 Oct 2023","22.09","3.43","1.38"
"29 Sep 2023","22.21","3.45","1.37"
"28 Sep 2023","22.05","4.31","1.38"
"27 Sep 2023","22.27","4.36","1.36"
"26 Sep 2023","22.21","4.35","1.37"
"25 Sep 2023","22.22","4.36","1.37"
"22 Sep 2023","22.22","4.36","1.37"
"21 Sep 2023","22.30","4.37","1.36"
"20 Sep 2023","22.48","4.41","1.35"
"18 Sep 2023","22.74","4.46","1.34"
"15 Sep 2023","22.81","4.47","1.33"
"14 Sep 2023","22.71","4.47","1.34"
"13 Sep 2023","22.67","4.46","1.34"
"12 Sep 2023","22.58","4.44","1.35"
"11 Sep 2023","22.59","4.46","1.35"
"08 Sep 2023","22.39","4.43","1.36"
"07 Sep 2023","22.28","4.41","1.36"
"06 Sep 2023","22.37","4.43","1.36"
"05 Sep 2023","22.33","4.46","1.36"
"04 Sep 2023","22.28","4.46","1.36"
"01 Sep 2023","22.17","4.44","1.37"
"31 Aug 2023","21.97","4.40","1.38"
"30 Aug 2023","22.07","4.42","1.38"
"29 Aug 2023","22.07","4.42","1.38"
"28 Aug 2023","22.03","4.43","1.38"
"25 Aug 2023","21.98","4.44","1.38"
"24 Aug 2023","22.12","4.47","1.37"
"23 Aug 2023","22.19","4.56","1.37"
"22 Aug 2023","22.13","4.55","1.37"
"21 Aug 2023","22.42","4.66","1.37"
"18 Aug 2023","22.32","4.64","1.36"
"17 Aug 2023","22.39","4.66","1.39"
"16 Aug 2023","22.52","4.68","1.39"
"14 Aug 2023","22.64","4.70","1.39"
"11 Aug 2023","22.63","4.70","1.38"
"10 Aug 2023","22.77","4.73","1.36"
"09 Aug 2023","22.81","4.75","1.37"
"08 Aug 2023","22.73","4.73","1.31"
"07 Aug 2023","22.83","4.74","1.34"
"04 Aug 2023","22.71","4.72","1.34"
"03 Aug 2023","22.55","4.69","1.35"
"02 Aug 2023","22.72","4.73","1.33"
"01 Aug 2023","22.96","4.82","1.28"
"31 Jul 2023","23.01","4.83","1.28"
"28 Jul 2023","22.91","4.80","1.29"
"27 Jul 2023","23.83","4.80","1.28"
"26 Jul 2023","23.97","4.83","1.27"
"25 Jul 2023","23.55","4.81","1.28"
"24 Jul 2023","23.83","4.81","1.28"
"21 Jul 2023","23.95","4.82","1.27"
"20 Jul 2023","24.24","4.88","1.28"
"19 Jul 2023","24.09","4.85","1.27"
"18 Jul 2023","24.18","4.83","1.28"
"17 Jul 2023","24.14","4.82","1.29"
"14 Jul 2023","23.96","4.78","1.30"
"13 Jul 2023","23.81","4.74","1.32"
"12 Jul 2023","22.58","4.54","1.38"
"11 Jul 2023","22.65","4.56","1.38"
"10 Jul 2023","22.55","4.54","1.38"
"07 Jul 2023","22.52","4.53","1.39"
"06 Jul 2023","22.72","4.57","1.37"
"05 Jul 2023","22.60","4.55","1.38"
"04 Jul 2023","22.59","4.54","1.38"
"03 Jul 2023","22.51","4.53","1.40"
"30 Jun 2023","22.36","4.50","1.41"
"28 Jun 2023","22.08","4.43","1.43"
"27 Jun 2023","21.90","4.40","1.44"
"26 Jun 2023","21.76","4.37","1.45"
"23 Jun 2023","21.73","4.36","1.45"
"22 Jun 2023","21.85","4.39","1.44"
"21 Jun 2023","21.96","4.41","1.40"
"20 Jun 2023","21.91","4.40","1.40"
"19 Jun 2023","21.84","4.38","1.42"
"16 Jun 2023","21.92","4.40","1.39"
"15 Jun 2023","21.76","4.37","1.39"
"14 Jun 2023","21.84","4.38","1.43"
"13 Jun 2023","21.79","4.37","1.43"
"12 Jun 2023","21.66","4.35","1.44"
"09 Jun 2023","21.62","4.34","1.45"
"08 Jun 2023","21.70","4.36","1.44"
"07 Jun 2023","21.81","4.38","1.43"
"06 Jun 2023","21.66","4.35","1.44"
"05 Jun 2023","21.65","4.35","1.44"
"02 Jun 2023","21.58","4.33","1.45"
"01 Jun 2023","21.53","4.32","1.36"
"31 May 2023","21.59","4.33","1.36"
"30 May 2023","21.70","4.36","1.44"
"29 May 2023","21.65","4.35","1.34"
"26 May 2023","21.54","4.33","1.34"
"25 May 2023","21.28","4.29","1.43"
"24 May 2023","21.24","4.28","1.49"
"23 May 2023","21.41","4.29","1.49"
"22 May 2023","21.36","4.29","1.49"
"19 May 2023","21.48","4.26","1.50"
"18 May 2023","21.39","4.24","1.50"
"17 May 2023","21.47","4.26","1.49"
"16 May 2023","21.59","4.28","1.48"
"15 May 2023","21.92","4.31","1.27"
"12 May 2023","21.82","4.29","1.28"
"11 May 2023","21.86","4.28","1.36"
"10 May 2023","21.88","4.29","1.36"
"09 May 2023","21.77","4.28","1.37"
"08 May 2023","21.77","4.28","1.37"
"05 May 2023","21.62","4.23","1.38"
"04 May 2023","21.85","4.27","1.37"
"03 May 2023","21.33","4.23","1.38"
"02 May 2023","20.92","4.25","1.38"
"28 Apr 2023","20.87","4.23","1.38"
"27 Apr 2023","20.70","4.19","1.39"
"26 Apr 2023","20.59","4.17","1.40"
"25 Apr 2023","20.56","4.16","1.41"
"24 Apr 2023","20.74","4.15","1.41"
"21 Apr 2023","20.61","4.13","1.42"
"20 Apr 2023","20.61","4.13","1.42"
"19 Apr 2023","20.60","4.12","1.42"
"18 Apr 2023","20.65","4.13","1.41"
"17 Apr 2023","20.82","4.14","1.41"
"13 Apr 2023","20.99","4.17","1.40"
"12 Apr 2023","20.97","4.17","1.39"
"11 Apr 2023","20.86","4.15","1.40"
"10 Apr 2023","20.75","4.13","1.41"
"06 Apr 2023","20.72","4.12","1.41"
"05 Apr 2023","20.67","4.11","1.41"
"03 Apr 2023","20.48","4.07","1.43"
"31 Mar 2023","20.44","4.06","1.44"
"29 Mar 2023","20.13","4.00","1.46"
"28 Mar 2023","19.97","3.97","1.47"
"27 Mar 2023","20.01","3.98","1.47"
"24 Mar 2023","19.97","3.97","1.47"
"23 Mar 2023","20.12","4.00","1.46"
"22 Mar 2023","20.21","4.02","1.45"
"21 Mar 2023","20.16","4.01","1.46"
"20 Mar 2023","20.02","3.98","1.47"
"17 Mar 2023","20.15","4.00","1.46"
"16 Mar 2023","20.01","3.98","1.47"
"15 Mar 2023","20.00","3.97","1.47"
"14 Mar 2023","20.08","3.99","1.46"
"13 Mar 2023","20.21","4.02","1.45"
"10 Mar 2023","20.52","4.08","1.43"
"09 Mar 2023","20.73","4.12","1.41"
"08 Mar 2023","20.92","4.16","1.40"
"06 Mar 2023","20.87","4.15","1.41"
"03 Mar 2023","20.73","4.12","1.41"
"02 Mar 2023","20.41","4.06","1.44"
"01 Mar 2023","20.56","4.09","1.43"
"28 Feb 2023","20.39","4.05","1.44"
"27 Feb 2023","20.49","4.07","1.43"
"24 Feb 2023","20.58","4.09","1.42"
"23 Feb 2023","20.64","4.10","1.40"
"22 Feb 2023","20.69","4.11","1.40"
"21 Feb 2023","21.01","4.18","1.38"
"20 Feb 2023","21.04","4.18","1.41"
"17 Feb 2023","21.15","4.20","1.40"
"16 Feb 2023","21.26","4.23","1.38"
"15 Feb 2023","21.31","4.22","1.41"
"14 Feb 2023","21.21","4.20","1.35"
"13 Feb 2023","21.05","4.16","1.42"
"10 Feb 2023","21.06","4.18","1.41"
"09 Feb 2023","21.11","4.19","1.41"
"08 Feb 2023","21.10","4.19","1.42"
"07 Feb 2023","20.50","4.15","1.39"
"06 Feb 2023","20.71","4.16","1.39"
"03 Feb 2023","20.86","4.18","1.38"
"02 Feb 2023","20.59","4.13","1.40"
"01 Feb 2023","20.68","4.13","1.40"
"31 Jan 2023","20.73","4.14","1.39"
"30 Jan 2023","20.73","4.14","1.39"
"27 Jan 2023","20.70","4.13","1.40"
"25 Jan 2023","21.19","4.19","1.37"
"24 Jan 2023","21.49","4.25","1.36"
"23 Jan 2023","21.60","4.25","1.35"
"20 Jan 2023","21.46","4.23","1.36"
"19 Jan 2023","21.56","4.24","1.37"
"18 Jan 2023","21.67","4.26","1.36"
"17 Jan 2023","21.53","4.23","1.37"
"16 Jan 2023","21.34","4.19","1.38"
"13 Jan 2023","21.54","4.21","1.28"
"12 Jan 2023","21.47","4.19","1.29"
"11 Jan 2023","21.52","4.20","1.28"
"10 Jan 2023","21.56","4.20","1.28"
"09 Jan 2023","21.78","4.25","1.27"
"06 Jan 2023","21.49","4.19","1.29"
"05 Jan 2023","21.65","4.22","1.28"
"04 Jan 2023","21.71","4.23","1.27"
"03 Jan 2023","21.94","4.28","1.26"
"02 Jan 2023","21.90","4.27","1.26"
"30 Dec 2022","21.79","4.25","1.27"
"29 Dec 2022","21.86","4.27","1.27"
"28 Dec 2022","21.78","4.25","1.27"
"27 Dec 2022","21.79","4.26","1.27"
"26 Dec 2022","21.65","4.23","1.28"
"23 Dec 2022","21.40","4.18","1.29"
"22 Dec 2022","21.79","4.26","1.27"
"21 Dec 2022","21.87","4.27","1.29"
"20 Dec 2022","22.10","4.32","1.28"
"19 Dec 2022","22.14","4.32","1.28"
"16 Dec 2022","21.96","4.29","1.29"
"15 Dec 2022","22.13","4.32","1.28"
"14 Dec 2022","22.43","4.38","1.26"
"13 Dec 2022","22.36","4.37","1.27"
"12 Dec 2022","22.23","4.34","1.27"
"09 Dec 2022","22.23","4.34","1.27"
"08 Dec 2022","22.36","4.37","1.27"
"07 Dec 2022","22.31","4.36","1.27"
"06 Dec 2022","22.40","4.38","1.26"
"05 Dec 2022","22.47","4.39","1.28"
"02 Dec 2022","22.47","4.39","1.28"
"01 Dec 2022","22.61","4.42","1.28"
"30 Nov 2022","22.54","4.40","1.28"
"29 Nov 2022","22.37","4.37","1.29"
"28 Nov 2022","22.31","4.36","1.29"
"25 Nov 2022","22.25","4.35","1.30"
"24 Nov 2022","22.21","4.34","1.30"
"23 Nov 2022","21.95","4.29","1.31"
"22 Nov 2022","21.93","4.28","1.32"
"21 Nov 2022","21.82","4.26","1.35"
"18 Nov 2022","21.79","4.30","1.30"
"17 Nov 2022","21.83","4.31","1.30"
"16 Nov 2022","21.91","4.32","1.3"
"15 Nov 2022","21.89","4.32","1.30"
"14 Nov 2022","21.79","4.31","1.26"
"11 Nov 2022","21.92","4.31","1.24"
"10 Nov 2022","21.53","4.24","1.27"
"09 Nov 2022","21.66","4.27","1.26"
"07 Nov 2022","21.71","4.28","1.24"
"04 Nov 2022","21.77","4.26","1.25"
"03 Nov 2022","21.79","4.24","1.25"
"02 Nov 2022","21.82","4.25","1.25"
"01 Nov 2022","21.98","4.26","1.26"
"31 Oct 2022","21.42","4.23","1.25"
"28 Oct 2022","21.15","4.18","1.26"
"27 Oct 2022","21.10","4.17","1.26"
"25 Oct 2022","21.00","4.15","1.28"
"24 Oct 2022","21.26","4.17","1.28"
"21 Oct 2022","21.07","4.13","1.29"
"20 Oct 2022","21.06","4.13","1.30"
"19 Oct 2022","21.02","4.12","1.31"
"18 Oct 2022","20.99","4.11","1.30"
"17 Oct 2022","20.86","4.07","1.31"
"14 Oct 2022","20.74","4.04","1.31"
"13 Oct 2022","20.53","4.00","1.33"
"12 Oct 2022","20.67","4.02","1.32"
"11 Oct 2022","20.51","3.99","1.33"
"10 Oct 2022","20.82","4.05","1.31"
"07 Oct 2022","20.90","4.07","1.31"
"06 Oct 2022","20.93","4.07","1.31"
"04 Oct 2022","20.86","4.06","1.31"
"03 Oct 2022","20.39","3.97","1.34"
"30 Sep 2022","20.64","4.02","1.32"
"29 Sep 2022","20.08","3.90","1.36"
"28 Sep 2022","20.13","3.91","1.36"
"27 Sep 2022","20.3","3.95","1.35"
"26 Sep 2022","20.31","3.95","1.35"
"23 Sep 2022","20.69","4.02","1.32"
"22 Sep 2022","21.05","4.09","1.30"
"21 Sep 2022","21.15","4.11","1.29"
"20 Sep 2022","21.27","4.13","1.28"
"19 Sep 2022","21.04","4.09","1.30"
"16 Sep 2022","20.93","4.07","1.31"
"15 Sep 2022","21.34","4.15","1.35"
"14 Sep 2022","21.49","4.18","1.34"
"13 Sep 2022","21.57","4.19","1.34"
"12 Sep 2022","21.41","4.16","1.35"
"09 Sep 2022","21.29","4.14","1.35"
"08 Sep 2022","21.25","4.13","1.36"
"07 Sep 2022","21.04","4.09","1.41"
"06 Sep 2022","21.08","4.10","1.41"
"05 Sep 2022","21.09","4.10","1.41"
"02 Sep 2022","20.94","4.07","1.42"
"01 Sep 2022","20.94","4.07","1.43"
"30 Aug 2022","21.20","4.12","1.41"
"29 Aug 2022","20.67","4.05","1.45"
"26 Aug 2022","20.96","4.10","1.43"
"25 Aug 2022","20.92","4.09","1.43"
"24 Aug 2022","21.02","4.11","1.42"
"23 Aug 2022","20.98","4.11","1.43"
"22 Aug 2022","20.88","4.09","1.44"
"19 Aug 2022","21.20","4.15","1.41"
"18 Aug 2022","21.44","4.20","1.38"
"17 Aug 2022","21.42","4.20","1.33"
"16 Aug 2022","21.34","4.18","1.34"
"12 Aug 2022","21.18","4.15","1.35"
"11 Aug 2022","21.29","4.18","1.36"
"10 Aug 2022","21.11","4.21","1.34"
"08 Aug 2022","21.02","4.21","1.33"
"05 Aug 2022","20.86","4.18","1.29"
"04 Aug 2022","20.85","4.18","1.30"
"03 Aug 2022","20.85","4.18","1.30"
"02 Aug 2022","20.86","4.17","1.29"
"01 Aug 2022","20.90","4.17","1.29"
"29 Jul 2022","20.73","4.12","1.29"
"28 Jul 2022","20.49","4.07","1.33"
"27 Jul 2022","20.19","4.00","1.38"
"26 Jul 2022","20.17","3.96","1.39"
"25 Jul 2022","20.44","4.01","1.38"
"22 Jul 2022","20.55","4.03","1.40"
"21 Jul 2022","20.43","4.00","1.41"
"20 Jul 2022","20.33","3.98","1.36"
"19 Jul 2022","20.18","3.94","1.37"
"18 Jul 2022","20.11","3.92","1.36"
"15 Jul 2022","19.82","3.87","1.38"
"14 Jul 2022","19.69","3.84","1.42"
"13 Jul 2022","19.72","3.85","1.39"
"12 Jul 2022","19.83","3.87","1.38"
"11 Jul 2022","20.03","3.91","1.37"
"08 Jul 2022","20.04","4.00","1.37"
"07 Jul 2022","19.93","4.12","1.40"
"06 Jul 2022","19.76","4.08","1.41"
"05 Jul 2022","19.54","4.04","1.42"
"04 Jul 2022","19.57","4.04","1.43"
"01 Jul 2022","19.46","4.02","1.41"
"30 Jun 2022","19.50","4.03","1.41"
"29 Jun 2022","19.55","4.04","1.38"
"28 Jun 2022","19.61","4.05","1.41"
"27 Jun 2022","19.59","4.05","1.41"
"24 Jun 2022","19.43","4.01","1.43"
"23 Jun 2022","19.25","3.98","1.44"
"22 Jun 2022","19.07","3.94","1.46"
"21 Jun 2022","19.35","4.00","1.44"
"20 Jun 2022","18.99","3.92","1.46"
"17 Jun 2022","18.92","3.91","1.46"
"16 Jun 2022","19.01","3.93","1.48"
"15 Jun 2022","19.42","4.01","1.45"
"14 Jun 2022","19.47","4.02","1.36"
"13 Jun 2022","19.52","4.03","1.38"
"10 Jun 2022","20.05","4.14","1.38"
"09 Jun 2022","20.39","4.21","1.43"
"08 Jun 2022","20.24","4.18","1.43"
"07 Jun 2022","20.31","4.20","1.43"
"06 Jun 2022","20.50","4.24","1.41"
"03 Jun 2022","20.52","4.24","1.41"
"02 Jun 2022","20.58","4.25","1.43"
"01 Jun 2022","20.45","4.22","1.44"
"31 May 2022","20.44","4.24","1.43"
"30 May 2022","20.65","4.26","1.40"
"27 May 2022","20.27","4.18","1.43"
"26 May 2022","19.88","4.13","1.44"
"25 May 2022","19.74","4.09","1.38"
"24 May 2022","19.87","4.12","1.32"
"23 May 2022","20.01","4.14","1.32"
"20 May 2022","20.05","4.16","1.31"
"19 May 2022","19.51","4.04","1.35"
"18 May 2022","20.09","4.15","1.31"
"17 May 2022","20.12","4.15","1.31"
"16 May 2022","19.72","4.05","1.35"
"13 May 2022","19.83","4.03","1.35"
"12 May 2022","19.87","4.04","1.35"
"11 May 2022","20.32","4.13","1.22"
"10 May 2022","20.42","4.15","1.22"
"09 May 2022","20.75","4.17","1.21"
"06 May 2022","20.89","4.19","1.21"
"05 May 2022","21.24","4.26","1.19"
"04 May 2022","21.31","4.26","1.19"
"02 May 2022","21.87","4.36","1.16"
"29 Apr 2022","22.01","4.37","1.16"
"28 Apr 2022","22.20","4.41","1.17"
"27 Apr 2022","21.96","4.35","1.16"
"26 Apr 2022","22.17","4.39","1.15"
"25 Apr 2022","22.03","4.33","1.17"
"22 Apr 2022","22.38","4.39","1.15"
"21 Apr 2022","22.67","4.44","1.14"
"20 Apr 2022","22.33","4.38","1.15"
"19 Apr 2022","22.10","4.33","1.16"
"18 Apr 2022","22.53","4.39","1.15"
"13 Apr 2022","22.92","4.46","1.13"
"12 Apr 2022","23.01","4.48","1.13"
"11 Apr 2022","23.20","4.52","1.12"
"08 Apr 2022","23.34","4.54","1.11"
"07 Apr 2022","23.15","4.51","1.13"
"06 Apr 2022","23.37","4.55","1.12"
"05 Apr 2022","23.57","4.59","1.11"
"04 Apr 2022","23.69","4.61","1.10"
"01 Apr 2022","23.19","4.51","1.12"
"31 Mar 2022","22.92","4.46","1.13"
"30 Mar 2022","22.50","4.41","1.17"
"29 Mar 2022","22.27","4.37","1.18"
"28 Mar 2022","22.14","4.34","1.19"
"25 Mar 2022","22.05","4.32","1.19"
"24 Mar 2022","22.14","4.34","1.19"
"23 Mar 2022","22.17","4.35","1.19"
"22 Mar 2022","22.26","4.36","1.20"
"21 Mar 2022","22.01","4.31","1.21"
"17 Mar 2022","22.23","4.36","1.20"
"16 Mar 2022","21.82","4.28","1.22"
"15 Mar 2022","21.42","4.20","1.24"
"14 Mar 2022","21.69","4.25","1.24"
"11 Mar 2022","21.38","4.19","1.26"
"10 Mar 2022","21.34","4.18","1.26"
"09 Mar 2022","21.01","4.12","1.28"
"08 Mar 2022","20.59","4.03","1.31"
"07 Mar 2022","20.39","4.00","1.33"
"04 Mar 2022","20.89","4.09","1.30"
"03 Mar 2022","21.21","4.16","1.28"
"02 Mar 2022","21.35","4.18","1.27"
"28 Feb 2022","21.59","4.23","1.26"
"25 Feb 2022","21.42","4.2","1.27"
"24 Feb 2022","20.89","4.09","1.3"
"23 Feb 2022","21.94","4.3","1.24"
"22 Feb 2022","21.97","4.31","1.24"
"21 Feb 2022","22.12","4.34","1.29"
"18 Feb 2022","22.21","4.35","1.25"
"17 Feb 2022","22.25","4.36","1.25"
"16 Feb 2022","22.27","4.36","1.28"
"15 Feb 2022","22.36","4.37","1.25"
"14 Feb 2022","21.85","4.24","1.30"
"11 Feb 2022","22.68","4.38","1.20"
"10 Feb 2022","22.98","4.44","1.20"
"09 Feb 2022","23.09","4.40","1.20"
"08 Feb 2022","22.83","4.35","1.23"
"07 Feb 2022","23.11","4.34","1.23"
"04 Feb 2022","23.56","4.41","1.21"
"03 Feb 2022","23.65","4.42","1.21"
"02 Feb 2022","23.95","4.48","1.17"
"01 Feb 2022","23.62","4.43","1.18"
"31 Jan 2022","23.42","4.37","1.20"
"28 Jan 2022","23.10","4.31","1.21"
"27 Jan 2022","23.09","4.31","1.21"
"25 Jan 2022","23.47","4.35","1.20"
"24 Jan 2022","23.63","4.32","1.21"
"21 Jan 2022","24.29","4.44","1.18"
"20 Jan 2022","24.47","4.47","1.18"
"19 Jan 2022","24.76","4.52","1.15"
"18 Jan 2022","25.00","4.56","1.13"
"17 Jan 2022","25.37","4.61","1.12"
"14 Jan 2022","25.30","4.60","1.12"
"13 Jan 2022","25.37","4.60","1.13"
"12 Jan 2022","25.30","4.59","1.13"
"11 Jan 2022","25.09","4.55","1.14"
"10 Jan 2022","25.01","4.54","1.14"
"07 Jan 2022","24.75","4.49","1.16"
"06 Jan 2022","24.66","4.47","1.16"
"05 Jan 2022","24.91","4.52","1.15"
"04 Jan 2022","24.74","4.49","1.16"
"03 Jan 2022","24.49","4.44","1.17"
"31 Dec 2021","24.11","4.37","1.19"
"30 Dec 2021","23.73","4.31","1.21"
"29 Dec 2021","23.74","4.31","1.21"
"28 Dec 2021","23.77","4.31","1.20"
"27 Dec 2021","23.57","4.28","1.21"
"24 Dec 2021","23.45","4.26","1.22"
"23 Dec 2021","23.55","4.27","1.22"
"22 Dec 2021","23.39","4.24","1.22"
"21 Dec 2021","23.13","4.20","1.20"
"20 Dec 2021","22.92","4.16","1.22"
"17 Dec 2021","23.43","4.25","1.19"
"16 Dec 2021","23.79","4.32","1.19"
"15 Dec 2021","23.75","4.31","1.20"
"14 Dec 2021","23.90","4.34","1.19"
"13 Dec 2021","23.96","4.35","1.18"
"10 Dec 2021","24.15","4.38","1.18"
"09 Dec 2021","24.16","4.39","1.17"
"08 Dec 2021","24.10","4.37","1.18"
"07 Dec 2021","23.69","4.30","1.20"
"06 Dec 2021","23.33","4.23","1.22"
"03 Dec 2021","23.73","4.31","1.17"
"02 Dec 2021","24.01","4.36","1.16"
"01 Dec 2021","23.68","4.30","1.17"
"30 Nov 2021","23.43","4.25","1.19"
"29 Nov 2021","23.53","4.27","1.18"
"26 Nov 2021","23.49","4.26","1.18"
"25 Nov 2021","24.19","4.39","1.15"
"24 Nov 2021","24.03","4.36","1.16"
"23 Nov 2021","24.15","4.38","1.15"
"22 Nov 2021","24.03","4.36","1.16"
"18 Nov 2021","24.51","4.45","1.13"
"17 Nov 2021","24.69","4.48","1.12"
"16 Nov 2021","24.83","4.51","1.11"
"15 Nov 2021","26.00","4.53","1.11"
"12 Nov 2021","25.98","4.53","1.11"
"11 Nov 2021","25.65","4.48","1.12"
"10 Nov 2021","26.03","4.51","1.09"
"09 Nov 2021","26.06","4.52","1.09"
"08 Nov 2021","26.25","4.52","1.09"
"04 Nov 2021","26.11","4.49","1.10"
"03 Nov 2021","25.98","4.46","1.13"
"02 Nov 2021","25.95","4.48","1.13"
"01 Nov 2021","26.07","4.49","1.11"
"29 Oct 2021","25.71","4.43","1.13"
"28 Oct 2021","26.39","4.47","1.13"
"27 Oct 2021","27.06","4.56","1.13"
"26 Oct 2021","27.16","4.57","1.12"
"25 Oct 2021","27.29","4.54","1.04"
"22 Oct 2021","27.48","4.54","1.10"
"21 Oct 2021","27.58","4.55","1.10"
"20 Oct 2021","27.72","4.57","1.08"
"19 Oct 2021","27.97","4.61","1.07"
"18 Oct 2021","28.17","4.63","1.11"
"14 Oct 2021","28.02","4.59","1.12"
"13 Oct 2021","27.75","4.55","1.13"
"12 Oct 2021","27.49","4.51","1.14"
"11 Oct 2021","27.48","4.49","1.15"
"08 Oct 2021","27.40","4.48","1.15"
"07 Oct 2021","27.24","4.45","1.16"
"06 Oct 2021","27.02","4.42","1.17"
"05 Oct 2021","27.29","4.46","1.16"
"04 Oct 2021","27.09","4.43","1.16"
"01 Oct 2021","26.84","4.39","1.17"
"30 Sep 2021","26.98","4.41","1.17"
"29 Sep 2021","27.11","4.43","1.16"
"28 Sep 2021","27.16","4.44","1.16"
"27 Sep 2021","27.33","4.47","1.15"
"24 Sep 2021","27.34","4.47","1.11"
"23 Sep 2021","27.29","4.50","1.11"
"22 Sep 2021","26.87","4.43","1.13"
"21 Sep 2021","26.89","4.44","1.13"
"20 Sep 2021","26.64","4.40","1.14"
"17 Sep 2021","26.93","4.44","1.13"
"16 Sep 2021","26.99","4.45","1.12"
"15 Sep 2021","26.84","4.43","1.06"
"14 Sep 2021","26.63","4.39","1.07"
"13 Sep 2021","26.59","4.39","1.07"
"09 Sep 2021","26.61","4.39","1.07"
"08 Sep 2021","26.59","4.39","1.07"
"07 Sep 2021","26.60","4.39","1.03"
"06 Sep 2021","26.63","4.39","1.03"
"03 Sep 2021","26.54","4.38","1.03"
"02 Sep 2021","26.41","4.36","1.04"
"01 Sep 2021","26.17","4.32","1.05"
"31 Aug 2021","26.25","4.33","1.05"
"30 Aug 2021","25.94","4.29","1.06"
"27 Aug 2021","25.60","4.23","1.08"
"26 Aug 2021","25.49","4.21","1.08"
"25 Aug 2021","25.49","4.21","1.10"
"24 Aug 2021","25.47","4.21","1.10"
"23 Aug 2021","25.28","4.18","1.11"
"20 Aug 2021","25.21","4.16","1.11"
"18 Aug 2021","25.39","4.19","1.10"
"17 Aug 2021","25.46","4.21","1.10"
"16 Aug 2021","25.62","4.31","1.10"
"13 Aug 2021","26.51","4.30","1.10"
"12 Aug 2021","26.25","4.26","1.14"
"11 Aug 2021","26.34","4.24","1.13"
"10 Aug 2021","26.35","4.24","1.13"
"09 Aug 2021","26.53","4.25","1.13"
"06 Aug 2021","26.51","4.24","1.13"
"05 Aug 2021","26.72","4.25","1.14"
"04 Aug 2021","27.39","4.25","1.14"
"03 Aug 2021","27.31","4.21","1.15"
"02 Aug 2021","27.21","4.15","1.17"
"30 Jul 2021","27.01","4.12","1.18"
"29 Jul 2021","27.08","4.12","1.19"
"28 Jul 2021","26.98","4.10","1.18"
"27 Jul 2021","27.45","4.11","1.14"
"26 Jul 2021","28.13","4.13","1.13"
"23 Jul 2021","28.28","4.16","1.13"
"22 Jul 2021","28.22","4.26","1.11"
"20 Jul 2021","27.89","4.21","1.11"
"19 Jul 2021","28.23","4.25","1.11"
"16 Jul 2021","28.53","4.29","1.09"
"15 Jul 2021","28.63","4.29","1.10"
"14 Jul 2021","28.50","4.27","1.09"
"13 Jul 2021","28.43","4.26","1.08"
"12 Jul 2021","28.21","4.23","1.09"
"09 Jul 2021","28.27","4.23","1.09"
"08 Jul 2021","28.34","4.24","1.14"
"07 Jul 2021","28.62","4.28","1.10"
"06 Jul 2021","28.50","4.26","1.10"
"05 Jul 2021","28.53","4.27","1.23"
"02 Jul 2021","28.33","4.24","1.23"
"01 Jul 2021","28.26","4.23","1.27"
"30 Jun 2021","28.33","4.24","1.26"
"29 Jun 2021","29.00","4.31","1.26"
"28 Jun 2021","29.12","4.33","1.22"
"25 Jun 2021","29.21","4.34","1.21"
"24 Jun 2021","29.08","4.32","1.22"
"23 Jun 2021","28.89","4.30","1.22"
"22 Jun 2021","29.05","4.32","1.21"
"21 Jun 2021","29.19","4.31","1.22"
"18 Jun 2021","29.08","4.32","1.24"
"17 Jun 2021","29.10","4.43","1.24"
"16 Jun 2021","29.24","4.45","1.20"
"15 Jun 2021","29.43","4.48","1.20"
"14 Jun 2021","29.32","4.46","1.20"
"11 Jun 2021","29.30","4.46","1.18"
"10 Jun 2021","29.18","4.44","1.15"
"09 Jun 2021","28.99","4.41","1.07"
"08 Jun 2021","29.19","4.44","1.07"
"07 Jun 2021","29.21","4.44","1.07"
"04 Jun 2021","29.06","4.42","1.07"
"03 Jun 2021","29.10","4.43","1.07"
"02 Jun 2021","28.88","4.39","1.06"
"01 Jun 2021","28.87","4.39","1.07"
"31 May 2021","29.22","4.39","1.06"
"28 May 2021","28.98","4.42","0.98"
"27 May 2021","29.48","4.39","0.99"
"26 May 2021","29.41","4.38","0.99"
"25 May 2021","29.25","4.35","1.00"
"24 May 2021","29.52","4.35","0.97"
"21 May 2021","29.48","4.34","0.97"
"20 May 2021","29.59","4.27","0.99"
"19 May 2021","29.98","4.30","0.98"
"18 May 2021","30.53","4.33","0.97"
"17 May 2021","30.20","4.27","0.98"
"14 May 2021","29.79","4.20","1.00"
"12 May 2021","29.83","4.21","1.00"
"11 May 2021","30.14","4.25","0.99"
"10 May 2021","30.43","4.28","0.98"
"07 May 2021","30.23","4.24","0.99"
"06 May 2021","30.82","4.22","1.00"
"05 May 2021","30.65","4.19","1.00"
