"Date","P/E","P/B","Div Yield %"
"11 May 2013","18.26","3.22","1.36"
"10 May 2013","18.22","3.21","1.36"
"09 May 2013","18.11","3.19","1.37"
"08 May 2013","18.2","3.2","1.37"
"07 May 2013","18.19","3.19","1.37"
"06 May 2013","17.97","3.15","1.39"
"03 May 2013","17.89","3.13","1.4"
"02 May 2013","18.05","3.16","1.38"
"30 Apr 2013","17.85","3.13","1.4"
"29 Apr 2013","17.78","3.11","1.41"
"26 Apr 2013","17.73","3.09","1.41"
"25 Apr 2013","18","3.12","1.4"
"23 Apr 2013","17.76","3.08","1.42"
"22 Apr 2013","17.76","3.07","1.42"
"18 Apr 2013","17.6","3.05","1.44"
"17 Apr 2013","17.31","3","1.46"
"16 Apr 2013","17.45","3","1.46"
"15 Apr 2013","17.08","2.93","1.49"
"12 Apr 2013","16.96","2.91","1.5"
"11 Apr 2013","17.17","2.95","1.48"
"10 Apr 2013","17.06","2.93","1.49"
"09 Apr 2013","16.86","2.9","1.51"
"08 Apr 2013","17.01","2.92","1.5"
"05 Apr 2013","17.04","2.93","1.49"
"04 Apr 2013","17.11","2.94","1.49"
"03 Apr 2013","17.41","2.99","1.46"
"02 Apr 2013","17.64","3.03","1.44"
"01 Apr 2013","17.51","3.01","1.46"
"28 Mar 2013","17.57","3.01","1.46"
"26 Mar 2013","17.44","2.98","1.47"
"25 Mar 2013","17.41","2.98","1.47"
"22 Mar 2013","17.47","2.99","1.46"
"21 Mar 2013","17.49","3","1.46"
"20 Mar 2013","17.6","3.01","1.45"
"19 Mar 2013","17.76","3.04","1.44"
"18 Mar 2013","18.04","3.09","1.42"
"15 Mar 2013","18.15","3.11","1.41"
"14 Mar 2013","18.26","3.13","1.4"
"13 Mar 2013","18.09","3.1","1.41"
"12 Mar 2013","18.28","3.13","1.4"
"11 Mar 2013","18.37","3.15","1.39"
"08 Mar 2013","18.44","3.16","1.38"
"07 Mar 2013","18.19","3.12","1.4"
"06 Mar 2013","18.05","3.1","1.41"
"05 Mar 2013","17.94","3.08","1.42"
"04 Mar 2013","17.67","3.03","1.44"
"01 Mar 2013","17.74","3.04","1.44"
"28 Feb 2013","17.66","3.03","1.44"
"27 Feb 2013","17.98","3.08","1.42"
"26 Feb 2013","18","3.06","1.43"
"25 Feb 2013","18.29","3.11","1.4"
"22 Feb 2013","18.28","3.11","1.41"
"21 Feb 2013","18.32","3.11","1.4"
"20 Feb 2013","18.61","3.16","1.38"
"19 Feb 2013","18.52","3.16","1.38"
"18 Feb 2013","18.27","3.14","1.39"
"15 Feb 2013","18.21","3.13","1.4"
"14 Feb 2013","18.27","3.13","1.4"
"13 Feb 2013","18.33","3.15","1.39"
"12 Feb 2013","18.29","3.14","1.39"
"11 Feb 2013","18.17","3.13","1.4"
"08 Feb 2013","18.16","3.13","1.4"
"07 Feb 2013","18.27","3.15","1.39"
"06 Feb 2013","18.34","3.16","1.38"
"05 Feb 2013","18.33","3.16","1.38"
"04 Feb 2013","18.43","3.18","1.38"
"01 Feb 2013","18.42","3.18","1.37"
"31 Jan 2013","18.5","3.2","1.37"
"30 Jan 2013","18.66","3.21","1.36"
"29 Jan 2013","18.67","3.21","1.36"
"28 Jan 2013","18.75","3.22","1.36"
"25 Jan 2013","18.77","3.22","1.36"
"24 Jan 2013","18.6","3.19","1.37"
"23 Jan 2013","18.76","3.21","1.36"
"22 Jan 2013","18.75","3.21","1.36"
"21 Jan 2013","18.97","3.23","1.36"
"18 Jan 2013","19.01","3.22","1.36"
"17 Jan 2013","19.07","3.21","1.36"
"16 Jan 2013","18.95","3.19","1.37"
"15 Jan 2013","19.12","3.21","1.36"
"14 Jan 2013","19.05","3.2","1.37"
"11 Jan 2013","18.82","3.16","1.39"
"10 Jan 2013","18.88","3.17","1.38"
"09 Jan 2013","18.89","3.17","1.38"
"08 Jan 2013","18.98","3.19","1.37"
"07 Jan 2013","18.94","3.18","1.38"
"04 Jan 2013","19.03","3.19","1.37"
"03 Jan 2013","19.01","3.19","1.37"
"02 Jan 2013","18.96","3.18","1.38"
"01 Jan 2013","18.82","3.16","1.39"
"31 Dec 2012","18.68","3.13","1.4"
"28 Dec 2012","18.69","3.14","1.4"
"27 Dec 2012","18.57","3.12","1.4"
"26 Dec 2012","18.68","3.13","1.4"
"24 Dec 2012","18.52","3.11","1.41"
"21 Dec 2012","18.5","3.1","1.41"
"20 Dec 2012","18.71","3.14","1.39"
"19 Dec 2012","18.76","3.15","1.39"
"18 Dec 2012","18.65","3.13","1.4"
"17 Dec 2012","18.53","3.11","1.41"
"14 Dec 2012","18.6","3.12","1.4"
"13 Dec 2012","18.51","3.11","1.41"
"12 Dec 2012","18.62","3.12","1.4"
"11 Dec 2012","18.66","3.13","1.4"
"10 Dec 2012","18.69","3.14","1.4"
"07 Dec 2012","18.68","3.13","1.4"
"06 Dec 2012","18.75","3.15","1.39"
"05 Dec 2012","18.66","3.13","1.4"
"04 Dec 2012","18.62","3.12","1.4"
"03 Dec 2012","18.56","3.11","1.4"
"30 Nov 2012","18.59","3.12","1.4"
"29 Nov 2012","18.42","3.09","1.41"
"27 Nov 2012","18.11","3.04","1.43"
"26 Nov 2012","17.82","3","1.45"
"23 Nov 2012","17.78","2.99","1.46"
"22 Nov 2012","17.79","3","1.46"
"21 Nov 2012","17.74","2.99","1.46"
"20 Nov 2012","17.61","2.97","1.47"
"19 Nov 2012","17.61","2.97","1.47"
"16 Nov 2012","17.62","2.97","1.47"
"15 Nov 2012","17.78","3","1.45"
"13 Nov 2012","17.9","3.02","1.45"
"12 Nov 2012","17.95","3.02","1.44"
"09 Nov 2012","18.43","3.03","1.45"
"08 Nov 2012","18.61","3.06","1.43"
"07 Nov 2012","18.78","3.08","1.43"
"06 Nov 2012","18.66","3.07","1.43"
"05 Nov 2012","18.62","3.06","1.43"
"02 Nov 2012","18.6","3.08","1.42"
"01 Nov 2012","18.46","3.05","1.43"
"31 Oct 2012","18.4","3.03","1.44"
"30 Oct 2012","18.36","3.02","1.44"
"29 Oct 2012","18.58","3.06","1.42"
"26 Oct 2012","18.57","3.06","1.42"
"25 Oct 2012","18.81","3.09","1.41"
"23 Oct 2012","18.77","3.11","1.42"
"22 Oct 2012","18.88","3.14","1.39"
"19 Oct 2012","18.94","3.12","1.4"
"18 Oct 2012","19.07","3.14","1.39"
"17 Oct 2012","18.88","3.11","1.4"
"16 Oct 2012","18.86","3.11","1.41"
"15 Oct 2012","19.04","3.15","1.42"
"12 Oct 2012","19","3.14","1.43"
"11 Oct 2012","19.19","3.16","1.42"
"10 Oct 2012","19","3.13","1.43"
"09 Oct 2012","19.18","3.16","1.42"
"08 Oct 2012","19.08","3.14","1.43"
"05 Oct 2012","19.32","3.18","1.41"
"04 Oct 2012","19.45","3.2","1.4"
"03 Oct 2012","19.27","3.19","1.41"
"01 Oct 2012","19.22","3.19","1.41"
"28 Sep 2012","19.17","3.18","1.42"
"27 Sep 2012","18.98","3.06","1.46"
"26 Sep 2012","19.02","3.09","1.46"
"25 Sep 2012","19.06","3.1","1.46"
"24 Sep 2012","19.05","3.09","1.46"
"21 Sep 2012","19.12","3.1","1.45"
"20 Sep 2012","18.66","3.03","1.49"
"18 Sep 2012","18.81","3.06","1.48"
"17 Sep 2012","18.85","3.06","1.47"
"14 Sep 2012","18.74","3.04","1.48"
"13 Sep 2012","18.26","2.97","1.52"
"12 Sep 2012","18.24","2.96","1.52"
"11 Sep 2012","18.11","2.94","1.53"
"10 Sep 2012","17.99","2.92","1.54"
"08 Sep 2012","17.98","2.92","1.54"
"07 Sep 2012","17.92","2.91","1.55"
"06 Sep 2012","17.58","2.85","1.58"
"05 Sep 2012","17.53","2.85","1.58"
"04 Sep 2012","17.69","2.87","1.57"
"03 Sep 2012","17.63","2.86","1.58"
"31 Aug 2012","17.64","2.87","1.57"
"30 Aug 2012","17.83","2.9","1.56"
"29 Aug 2012","17.74","2.88","1.56"
"28 Aug 2012","17.9","2.91","1.55"
"27 Aug 2012","17.95","2.92","1.55"
"24 Aug 2012","18.07","2.94","1.54"
"23 Aug 2012","18.17","2.95","1.53"
"22 Aug 2012","18.16","2.95","1.53"
"21 Aug 2012","18.19","2.95","1.53"
"17 Aug 2012","17.97","2.92","1.54"
"16 Aug 2012","17.97","2.99","1.51"
"14 Aug 2012","17.88","3.04","1.52"
"13 Aug 2012","17.51","3.03","1.5"
"10 Aug 2012","17.34","3.01","1.51"
"09 Aug 2012","17.35","3.01","1.51"
"08 Aug 2012","17.43","3.02","1.51"
"07 Aug 2012","17.43","3.02","1.51"
"06 Aug 2012","17.25","2.99","1.52"
"03 Aug 2012","17.03","2.95","1.54"
"02 Aug 2012","17.07","2.96","1.54"
"01 Aug 2012","17.13","2.97","1.54"
"31 Jul 2012","17.09","2.96","1.54"
"30 Jul 2012","17","2.94","1.55"
"27 Jul 2012","16.68","2.89","1.58"
"26 Jul 2012","16.62","2.85","1.6"
"25 Jul 2012","16.8","2.89","1.58"
"24 Jul 2012","16.86","2.94","1.56"
"23 Jul 2012","16.9","2.93","1.56"
"20 Jul 2012","17.08","2.98","1.53"
"19 Jul 2012","17.18","3","1.52"
"18 Jul 2012","17.11","2.99","1.53"
"17 Jul 2012","17.04","2.97","1.54"
"16 Jul 2012","17.05","2.98","1.54"
"13 Jul 2012","17.2","2.99","1.53"
"12 Jul 2012","17.37","3","1.53"
"11 Jul 2012","17.61","3.04","1.51"
"10 Jul 2012","17.74","3.06","1.49"
"09 Jul 2012","17.5","3.02","1.51"
"06 Jul 2012","17.64","3.04","1.5"
"05 Jul 2012","17.67","3.05","1.5"
"04 Jul 2012","17.59","3.03","1.51"
"03 Jul 2012","17.54","3.03","1.51"
"02 Jul 2012","17.51","3.02","1.51"
"29 Jun 2012","17.51","3.02","1.51"
"28 Jun 2012","17.08","2.95","1.55"
"27 Jun 2012","17.06","2.94","1.55"
"26 Jun 2012","16.99","2.93","1.56"
"25 Jun 2012","16.96","2.93","1.56"
"22 Jun 2012","17.07","2.94","1.55"
"21 Jun 2012","17.13","2.96","1.55"
"20 Jun 2012","16.98","2.93","1.56"
"19 Jun 2012","16.93","2.92","1.57"
"18 Jun 2012","16.8","2.9","1.58"
"15 Jun 2012","17.05","2.94","1.55"
"14 Jun 2012","16.77","2.89","1.58"
"13 Jun 2012","16.99","2.93","1.56"
"12 Jun 2012","16.99","2.93","1.56"
"11 Jun 2012","16.79","2.89","1.58"
"08 Jun 2012","16.83","2.9","1.58"
"07 Jun 2012","16.96","2.89","1.58"
"06 Jun 2012","16.78","2.86","1.6"
"05 Jun 2012","16.33","2.8","1.68"
"04 Jun 2012","16.28","2.84","1.68"
"01 Jun 2012","16.36","2.84","1.69"
"31 May 2012","16.66","2.89","1.66"
"30 May 2012","16.75","2.9","1.65"
"29 May 2012","16.9","2.93","1.6"
"28 May 2012","16.9","2.93","1.6"
"25 May 2012","16.68","2.89","1.62"
"24 May 2012","16.69","2.89","1.62"
"23 May 2012","16.38","2.84","1.65"
"22 May 2012","16.46","2.85","1.64"
"21 May 2012","16.62","2.88","1.63"
"18 May 2012","16.85","2.87","1.63"
"17 May 2012","16.78","2.86","1.64"
"16 May 2012","16.74","2.85","1.64"
"15 May 2012","17.04","2.9","1.62"
"14 May 2012","16.95","2.88","1.63"
"11 May 2012","16.87","2.89","1.62"
"10 May 2012","17","2.91","1.61"
"09 May 2012","17.03","2.92","1.61"
"08 May 2012","17.15","2.93","1.6"
"07 May 2012","17.54","3","1.56"
"04 May 2012","17.45","2.98","1.57"
"03 May 2012","17.81","3.04","1.54"
"02 May 2012","17.99","3.07","1.53"
"30 Apr 2012","18.12","3.08","1.52"
"28 Apr 2012","17.99","3.05","1.54"
"27 Apr 2012","17.93","3.04","1.54"
"26 Apr 2012","18.22","2.96","1.53"
"25 Apr 2012","18.27","2.96","1.53"
"24 Apr 2012","18.34","2.98","1.52"
"23 Apr 2012","18.26","2.96","1.53"
"20 Apr 2012","18.58","3.02","1.5"
"19 Apr 2012","18.72","3.04","1.49"
"18 Apr 2012","18.67","3.02","1.5"
"17 Apr 2012","18.63","3.01","1.5"
"16 Apr 2012","18.41","2.98","1.52"
"13 Apr 2012","18.3","2.96","1.53"
"12 Apr 2012","18.65","3","1.51"
"11 Apr 2012","18.47","2.97","1.52"
"10 Apr 2012","18.53","2.98","1.52"
"09 Apr 2012","18.5","2.97","1.52"
"04 Apr 2012","18.81","3.02","1.5"
"03 Apr 2012","18.93","3.04","1.49"
"02 Apr 2012","18.79","3.02","1.5"
"30 Mar 2012","18.71","3.01","1.5"
"29 Mar 2012","18.3","2.94","1.54"
"28 Mar 2012","18.36","2.95","1.53"
"27 Mar 2012","18.53","2.98","1.52"
"26 Mar 2012","18.32","2.95","1.54"
"23 Mar 2012","18.65","3","1.51"
"22 Mar 2012","18.47","2.97","1.52"
"21 Mar 2012","18.96","3.05","1.48"
"20 Mar 2012","18.64","3","1.51"
"19 Mar 2012","18.58","2.99","1.51"
"16 Mar 2012","18.79","3.02","1.5"
"15 Mar 2012","19.01","3.06","1.48"
"14 Mar 2012","19.31","3.1","1.46"
"13 Mar 2012","19.18","3.09","1.47"
"12 Mar 2012","18.94","3.05","1.49"
"09 Mar 2012","18.9","3.02","1.48"
"07 Mar 2012","18.5","2.96","1.52"
"06 Mar 2012","18.51","2.96","1.52"
"05 Mar 2012","18.71","2.99","1.5"
"03 Mar 2012","18.99","3.04","1.48"
"02 Mar 2012","18.99","3.04","1.48"
"01 Mar 2012","18.92","3.01","1.48"
"29 Feb 2012","19.09","3.04","1.47"
"28 Feb 2012","19.05","3.03","1.47"
"27 Feb 2012","18.5","2.98","1.5"
"24 Feb 2012","19.02","3.06","1.46"
"23 Feb 2012","19.21","3.09","1.44"
"22 Feb 2012","19.29","3.1","1.44"
"21 Feb 2012","19.64","3.16","1.41"
"17 Feb 2012","19.49","3.12","1.42"
"16 Feb 2012","19.34","3.1","1.43"
"15 Feb 2012","19.35","3.11","1.43"
"14 Feb 2012","18.95","3.04","1.46"
"13 Feb 2012","18.94","3.03","1.47"
"10 Feb 2012","19","3.02","1.47"
"09 Feb 2012","19.3","3.06","1.45"
"08 Feb 2012","19.14","3.04","1.48"
"07 Feb 2012","19.02","3.04","1.47"
"06 Feb 2012","19.13","3.05","1.47"
"03 Feb 2012","18.97","3.03","1.48"
"02 Feb 2012","18.77","3.06","1.47"
"01 Feb 2012","18.66","3.04","1.48"
"31 Jan 2012","18.53","3.02","1.49"
"30 Jan 2012","18.13","2.95","1.53"
"27 Jan 2012","18.55","3.02","1.49"
"25 Jan 2012","18.38","2.99","1.51"
"24 Jan 2012","18.28","3.01","1.49"
"23 Jan 2012","18.14","2.96","1.52"
"20 Jan 2012","18.14","2.96","1.52"
"19 Jan 2012","18.03","2.94","1.53"
"18 Jan 2012","17.81","2.9","1.54"
"17 Jan 2012","17.85","2.92","1.53"
"16 Jan 2012","17.53","2.87","1.56"
"13 Jan 2012","17.5","2.87","1.56"
"12 Jan 2012","17.5","2.85","1.58"
"11 Jan 2012","17.61","2.86","1.57"
"10 Jan 2012","17.56","2.86","1.57"
"09 Jan 2012","17.18","2.79","1.6"
"07 Jan 2012","17.19","2.8","1.6"
"06 Jan 2012","17.22","2.8","1.6"
"05 Jan 2012","17.2","2.8","1.6"
"04 Jan 2012","17.2","2.81","1.6"
"03 Jan 2012","17.26","2.82","1.6"
"02 Jan 2012","16.79","2.77","1.63"
"30 Dec 2011","16.75","2.76","1.63"
"29 Dec 2011","16.83","2.77","1.62"
"28 Dec 2011","17.04","2.81","1.6"
"27 Dec 2011","17.2","2.84","1.59"
"26 Dec 2011","17.31","2.85","1.58"
"23 Dec 2011","17.07","2.81","1.6"
"22 Dec 2011","17.14","2.83","1.59"
"21 Dec 2011","17","2.8","1.61"
"20 Dec 2011","16.46","2.71","1.66"
"19 Dec 2011","16.71","2.75","1.64"
"16 Dec 2011","16.84","2.78","1.62"
"15 Dec 2011","17.19","2.83","1.59"
"14 Dec 2011","17.25","2.84","1.58"
"13 Dec 2011","17.38","2.87","1.57"
"12 Dec 2011","17.25","2.84","1.58"
"09 Dec 2011","17.62","2.9","1.55"
"08 Dec 2011","17.9","2.95","1.53"
"07 Dec 2011","18.33","3.02","1.49"
"05 Dec 2011","18.24","3.01","1.5"
"02 Dec 2011","18.28","3.01","1.49"
"01 Dec 2011","17.87","2.95","1.53"
"30 Nov 2011","17.49","2.89","1.56"
"29 Nov 2011","17.4","2.87","1.57"
"28 Nov 2011","17.56","2.91","1.55"
"25 Nov 2011","17.05","2.82","1.6"
"24 Nov 2011","17.22","2.85","1.59"
"23 Nov 2011","17.04","2.82","1.6"
"22 Nov 2011","17.42","2.89","1.57"
"21 Nov 2011","17.3","2.87","1.58"
"18 Nov 2011","17.76","2.94","1.54"
"17 Nov 2011","17.87","2.96","1.53"
"16 Nov 2011","18.21","3.02","1.5"
"15 Nov 2011","18.35","3.04","1.49"
"14 Nov 2011","18.59","3.09","1.47"
"11 Nov 2011","18.61","3.1","1.46"
"09 Nov 2011","18.78","3.13","1.44"
"08 Nov 2011","19.11","3.17","1.43"
"04 Nov 2011","19.21","3.17","1.43"
"03 Nov 2011","19.06","3.16","1.43"
"02 Nov 2011","19.04","3.15","1.43"
"01 Nov 2011","19.04","3.15","1.43"
"31 Oct 2011","18.9","3.19","1.42"
"28 Oct 2011","19.03","3.21","1.41"
"26 Oct 2011","18.43","3.12","1.45"
"25 Oct 2011","18.39","3.11","1.45"
"24 Oct 2011","18.1","3.06","1.48"
"21 Oct 2011","17.99","3.03","1.49"
"20 Oct 2011","18.14","3.05","1.48"
"19 Oct 2011","18.36","3.08","1.47"
"18 Oct 2011","18","3.02","1.5"
"17 Oct 2011","18.5","3.07","1.47"
"14 Oct 2011","18.55","3.08","1.47"
"13 Oct 2011","18.35","3.04","1.49"
"12 Oct 2011","18.43","3.06","1.48"
"11 Oct 2011","18.01","2.98","1.52"
"10 Oct 2011","18.03","2.99","1.51"
"07 Oct 2011","17.65","2.89","1.55"
"05 Oct 2011","17.16","2.81","1.6"
"04 Oct 2011","17.23","2.82","1.59"
"03 Oct 2011","17.51","2.86","1.56"
"30 Sep 2011","17.85","2.92","1.53"
"29 Sep 2011","18.11","2.96","1.51"
"28 Sep 2011","17.86","2.92","1.53"
"27 Sep 2011","17.95","2.94","1.53"
"26 Sep 2011","17.46","2.86","1.57"
"23 Sep 2011","17.58","2.87","1.56"
"22 Sep 2011","17.78","2.91","1.54"
"21 Sep 2011","18.54","3.03","1.48"
"20 Sep 2011","18.56","3.04","1.48"
"19 Sep 2011","18.17","2.97","1.51"
"16 Sep 2011","18.36","3","1.49"
"15 Sep 2011","18.33","3","1.49"
"14 Sep 2011","18.1","2.96","1.51"
"13 Sep 2011","17.84","2.92","1.54"
"12 Sep 2011","17.86","2.92","1.53"
"09 Sep 2011","18.26","2.99","1.5"
"08 Sep 2011","18.6","3.04","1.47"
"07 Sep 2011","18.5","3.03","1.48"
"06 Sep 2011","18.28","2.99","1.5"
"05 Sep 2011","18.11","2.96","1.51"
"02 Sep 2011","18.19","2.98","1.51"
"30 Aug 2011","18.05","2.95","1.52"
"29 Aug 2011","17.76","2.9","1.54"
"26 Aug 2011","17.14","2.8","1.6"
"25 Aug 2011","17.47","2.86","1.57"
"24 Aug 2011","17.65","2.89","1.55"
"23 Aug 2011","17.87","2.92","1.53"
"22 Aug 2011","17.68","2.89","1.55"
"19 Aug 2011","17.49","2.86","1.57"
"18 Aug 2011","17.85","2.92","1.53"
"17 Aug 2011","18.25","3.12","1.36"
"16 Aug 2011","18.11","3.11","1.36"
"12 Aug 2011","18.24","3.13","1.35"
"11 Aug 2011","18.47","3.17","1.34"
"10 Aug 2011","18.56","3.19","1.33"
"09 Aug 2011","18.24","3.13","1.35"
"08 Aug 2011","18.44","3.16","1.34"
"05 Aug 2011","18.76","3.21","1.32"
"04 Aug 2011","19.19","3.29","1.29"
"03 Aug 2011","19.42","3.33","1.27"
"02 Aug 2011","19.6","3.39","1.3"
"01 Aug 2011","19.81","3.42","1.28"
"29 Jul 2011","19.76","3.4","1.29"
"28 Jul 2011","19.86","3.4","1.29"
"27 Jul 2011","20.09","3.44","1.28"
"26 Jul 2011","20.22","3.46","1.27"
"25 Jul 2011","20.71","3.52","1.25"
"22 Jul 2011","20.57","3.5","1.26"
"21 Jul 2011","20.25","3.44","1.28"
"20 Jul 2011","20.34","3.45","1.27"
"19 Jul 2011","20.57","3.48","1.26"
"18 Jul 2011","20.4","3.45","1.27"
"15 Jul 2011","20.45","3.46","1.27"
"14 Jul 2011","20.55","3.47","1.27"
"13 Jul 2011","20.51","3.46","1.27"
"12 Jul 2011","20.29","3.43","1.28"
"11 Jul 2011","20.67","3.48","1.26"
"08 Jul 2011","20.87","3.51","1.25"
"07 Jul 2011","21.12","3.55","1.24"
"06 Jul 2011","20.74","3.49","1.26"
"05 Jul 2011","20.76","3.49","1.26"
"04 Jul 2011","20.83","3.5","1.25"
"01 Jul 2011","20.75","3.49","1.26"
"30 Jun 2011","20.82","3.5","1.25"
"29 Jun 2011","20.65","3.47","1.27"
"28 Jun 2011","20.44","3.44","1.28"
"27 Jun 2011","20.38","3.43","1.28"
"24 Jun 2011","20.17","3.39","1.3"
"23 Jun 2011","19.61","3.3","1.33"
"22 Jun 2011","19.46","3.27","1.34"
"21 Jun 2011","19.48","3.27","1.34"
"20 Jun 2011","19.42","3.26","1.35"
"17 Jun 2011","19.82","3.33","1.32"
"16 Jun 2011","19.93","3.35","1.31"
"15 Jun 2011","20.12","3.38","1.3"
"14 Jun 2011","20.31","3.41","1.29"
"13 Jun 2011","20.25","3.4","1.29"
"10 Jun 2011","20.26","3.4","1.29"
"09 Jun 2011","20.39","3.42","1.28"
"08 Jun 2011","20.41","3.43","1.28"
"07 Jun 2011","20.52","3.44","1.22"
"06 Jun 2011","20.43","3.43","1.23"
"03 Jun 2011","20.37","3.42","1.23"
"02 Jun 2011","20.49","3.44","1.23"
"01 Jun 2011","20.65","3.47","1.22"
"31 May 2011","20.53","3.45","1.22"
"30 May 2011","20.25","3.39","1.24"
"27 May 2011","20.26","3.44","1.23"
"26 May 2011","19.95","3.4","1.25"
"25 May 2011","19.72","3.36","1.26"
"24 May 2011","19.9","3.38","1.25"
"23 May 2011","19.93","3.38","1.25"
"20 May 2011","20.34","3.44","1.23"
"19 May 2011","20.2","3.41","1.24"
"18 May 2011","20.18","3.4","1.25"
"17 May 2011","20.16","3.41","1.24"
"16 May 2011","20.39","3.45","1.23"
"13 May 2011","20.6","3.48","1.22"
"12 May 2011","20.4","3.45","1.23"
"11 May 2011","20.71","3.5","1.21"
"10 May 2011","20.61","3.48","1.22"
"09 May 2011","20.66","3.49","1.21"
"06 May 2011","20.67","3.49","1.21"
"05 May 2011","20.32","3.43","1.23"
"04 May 2011","20.58","3.51","1.13"
"03 May 2011","20.68","3.53","1.12"
"02 May 2011","21.19","3.62","1.09"
"29 Apr 2011","21.36","3.65","1.09"
"28 Apr 2011","21.61","3.67","1.08"
"27 Apr 2011","21.79","3.7","1.07"
"26 Apr 2011","21.91","3.72","1.06"
"25 Apr 2011","21.94","3.73","1.06"
"21 Apr 2011","22.18","3.73","1.06"
"20 Apr 2011","22.06","3.71","1.07"
"19 Apr 2011","21.65","3.64","1.09"
"18 Apr 2011","21.66","3.63","1.09"
"15 Apr 2011","22.02","3.69","1.07"
"13 Apr 2011","22.43","3.75","1.06"
"11 Apr 2011","21.96","3.67","1.08"
"08 Apr 2011","22.18","3.71","1.07"
"07 Apr 2011","22.34","3.73","1.06"
"06 Apr 2011","22.36","3.74","1.06"
"05 Apr 2011","22.43","3.75","1.06"
"04 Apr 2011","22.43","3.75","1.06"
"01 Apr 2011","22.11","3.7","1.07"
"31 Mar 2011","22.14","3.7","1.07"
"30 Mar 2011","21.97","3.67","1.08"
"29 Mar 2011","21.77","3.64","1.09"
"28 Mar 2011","21.59","3.61","1.1"
"25 Mar 2011","21.46","3.59","1.1"
"24 Mar 2011","21.15","3.5","1.13"
"23 Mar 2011","20.99","3.47","1.13"
"22 Mar 2011","20.73","3.43","1.15"
"21 Mar 2011","20.54","3.4","1.16"
"18 Mar 2011","20.58","3.4","1.16"
"17 Mar 2011","20.86","3.45","1.14"
"16 Mar 2011","21.1","3.49","1.13"
"15 Mar 2011","20.87","3.45","1.14"
"14 Mar 2011","21.18","3.5","1.12"
"11 Mar 2011","20.85","3.45","1.14"
"10 Mar 2011","21.04","3.48","1.13"
"09 Mar 2011","21.18","3.5","1.12"
"08 Mar 2011","21.14","3.5","1.13"
"07 Mar 2011","20.92","3.46","1.14"
"04 Mar 2011","21.21","3.51","1.12"
"03 Mar 2011","21.2","3.51","1.12"
"01 Mar 2011","21.14","3.5","1.13"
"28 Feb 2011","20.42","3.38","1.17"
"25 Feb 2011","20.31","3.36","1.17"
"24 Feb 2011","20.15","3.33","1.18"
"23 Feb 2011","20.82","3.44","1.14"
"22 Feb 2011","20.9","3.46","1.14"
"21 Feb 2011","21.09","3.49","1.13"
"18 Feb 2011","20.86","3.46","1.14"
"17 Feb 2011","21.19","3.51","1.12"
"16 Feb 2011","20.95","3.47","1.13"
"15 Feb 2011","20.96","3.47","1.13"
"14 Feb 2011","20.86","3.45","1.14"
"11 Feb 2011","20.34","3.35","1.17"
"10 Feb 2011","20.01","3.3","1.19"
"09 Feb 2011","20.12","3.32","1.19"
"08 Feb 2011","20.35","3.35","1.17"
"07 Feb 2011","20.69","3.41","1.15"
"04 Feb 2011","20.67","3.4","1.15"
"03 Feb 2011","21.16","3.49","1.13"
"02 Feb 2011","20.8","3.43","1.15"
"01 Feb 2011","20.7","3.42","1.15"
"31 Jan 2011","21.06","3.47","1.13"
"28 Jan 2011","21.23","3.48","1.13"
"27 Jan 2011","21.64","3.53","1.11"
"25 Jan 2011","21.96","3.59","1.1"
"24 Jan 2011","22.26","3.62","1.08"
"21 Jan 2011","22.41","3.59","1.09"
"20 Jan 2011","22.59","3.6","1.09"
"19 Jan 2011","22.51","3.59","1.09"
"18 Jan 2011","22.66","3.61","1.09"
"17 Jan 2011","22.5","3.57","1.1"
"14 Jan 2011","22.5","3.57","1.1"
"13 Jan 2011","22.92","3.63","1.08"
"12 Jan 2011","23.41","3.7","1.06"
"11 Jan 2011","22.98","3.63","1.08"
"10 Jan 2011","23.01","3.63","1.08"
"07 Jan 2011","23.56","3.72","1.06"
"06 Jan 2011","24.14","3.81","1.03"
"05 Jan 2011","24.26","3.83","1.03"
"04 Jan 2011","24.53","3.87","1.01"
"03 Jan 2011","24.57","3.88","1.01"
"31 Dec 2010","24.48","3.87","1.02"
"30 Dec 2010","24.35","3.85","1.02"
"29 Dec 2010","24.19","3.82","1.03"
"28 Dec 2010","23.93","3.78","1.04"
"27 Dec 2010","23.94","3.78","1.04"
"24 Dec 2010","23.99","3.79","1.04"
"23 Dec 2010","23.86","3.77","1.04"
"22 Dec 2010","23.88","3.77","1.04"
"21 Dec 2010","23.95","3.78","1.04"
"20 Dec 2010","23.73","3.75","1.05"
"16 Dec 2010","23.74","3.75","1.05"
"15 Dec 2010","23.51","3.71","1.06"
"14 Dec 2010","23.72","3.75","1.05"
"13 Dec 2010","23.58","3.72","1.06"
"10 Dec 2010","23.35","3.69","1.07"
"09 Dec 2010","22.98","3.63","1.08"
"08 Dec 2010","23.53","3.72","1.06"
"07 Dec 2010","23.82","3.76","1.04"
"06 Dec 2010","23.88","3.77","1.04"
"03 Dec 2010","23.89","3.77","1.04"
"02 Dec 2010","23.96","3.78","1.04"
"01 Dec 2010","23.78","3.76","1.05"
"30 Nov 2010","23.39","3.69","1.06"
"29 Nov 2010","23.26","3.67","1.07"
"26 Nov 2010","22.96","3.63","1.08"
"25 Nov 2010","23.15","3.66","1.08"
